fecha,provincia,consumo_total,temperatura_media
2023-01-01,A CORUÑA,32997.0,10.516666666666666
2023-01-01,ALBACETE,22388.0,10.1
2023-01-01,ALICANTE,24010.0,12.641666666666666
2023-01-01,ALMERIA,20639.0,13.940000000000001
2023-01-01,ARABA/ALAVA,20616.0,13.211111111111112
2023-01-01,ASTURIAS,54610.0,11.948
2023-01-01,AVILA,19392.0,10.61
2023-01-01,BADAJOZ,51033.0,14.516666666666666
2023-01-01,BALEARES,5832.0,14.4
2023-01-01,BARCELONA,49399.0,11.104347826086956
2023-01-01,BIZKAIA,20611.0,17.6
2023-01-01,BURGOS,25615.0,12.042857142857143
2023-01-01,CACERES,57211.0,12.410714285714286
2023-01-01,CADIZ,26649.0,14.906666666666666
2023-01-01,CANTABRIA,43024.0,14.40952380952381
2023-01-01,CASTELLON,17847.0,11.522222222222222
2023-01-01,CEUTA,2807.0,16.0
2023-01-01,CIUDAD REAL,24479.0,11.815384615384614
2023-01-01,CORDOBA,30830.0,12.086666666666668
2023-01-01,CUENCA,23403.0,9.71
2023-01-01,GIPUZKOA,34658.0,17.30625
2023-01-01,GIRONA,39511.0,10.91904761904762
2023-01-01,GRANADA,22861.0,10.958333333333334
2023-01-01,GUADALAJARA,16017.0,9.333333333333334
2023-01-01,HUELVA,29950.0,14.257142857142856
2023-01-01,HUESCA,57035.0,9.1
2023-01-01,ILLES BALEARS,72582.0,14.516216216216216
2023-01-01,JAEN,24370.0,12.700000000000001
2023-01-01,LA RIOJA,17452.0,12.0
2023-01-01,LAS PALMAS,67295.0,18.542857142857144
2023-01-01,LEON,27178.0,7.800000000000001
2023-01-01,LLEIDA,39623.0,8.957142857142857
2023-01-01,LUGO,22492.0,9.60909090909091
2023-01-01,MADRID,37433.0,9.685714285714287
2023-01-01,MALAGA,45297.0,14.963636363636363
2023-01-01,MELILLA,1046.0,15.0
2023-01-01,MURCIA,58006.0,12.134482758620688
2023-01-01,NAVARRA,42783.0,13.936363636363637
2023-01-01,OURENSE,22622.0,9.516666666666666
2023-01-01,PALENCIA,13723.0,9.6
2023-01-01,PONTEVEDRA,28327.0,10.36153846153846
2023-01-01,SALAMANCA,29924.0,10.576923076923077
2023-01-01,SANTA CRUZ DE TENERIFE,15423.0,17.55
2023-01-01,SEGOVIA,15239.0,11.025
2023-01-01,SEVILLA,28959.0,12.83125
2023-01-01,SORIA,26479.0,9.261538461538462
2023-01-01,STA. CRUZ DE TENERIFE,114550.0,16.34107142857143
2023-01-01,TARRAGONA,18043.0,11.200000000000001
2023-01-01,TERUEL,32969.0,10.6
2023-01-01,TOLEDO,15160.0,11.7375
2023-01-01,VALENCIA,36268.0,11.59
2023-01-01,VALLADOLID,14301.0,12.899999999999999
2023-01-01,ZAMORA,24052.0,10.407692307692308
2023-01-01,ZARAGOZA,27578.0,10.235714285714286
2023-01-02,A CORUÑA,34590.0,9.305555555555555
2023-01-02,ALBACETE,23936.0,9.775
2023-01-02,ALICANTE,24484.0,12.066666666666668
2023-01-02,ALMERIA,25850.0,14.040000000000001
2023-01-02,ARABA/ALAVA,15763.0,7.877777777777778
2023-01-02,ASTURIAS,46806.0,7.870833333333334
2023-01-02,AVILA,19996.0,6.36
2023-01-02,BADAJOZ,45009.0,9.041666666666666
2023-01-02,BALEARES,9560.0,12.9
2023-01-02,BARCELONA,49228.0,9.3375
2023-01-02,BIZKAIA,17299.0,9.488888888888889
2023-01-02,BURGOS,27838.0,6.335714285714286
2023-01-02,CACERES,51784.0,8.267857142857142
2023-01-02,CADIZ,30663.0,14.073333333333332
2023-01-02,CANTABRIA,47398.0,8.3
2023-01-02,CASTELLON,16468.0,10.266666666666667
2023-01-02,CEUTA,2913.0,16.2
2023-01-02,CIUDAD REAL,24102.0,10.323076923076922
2023-01-02,CORDOBA,30590.0,10.46
2023-01-02,CUENCA,21375.0,8.15
2023-01-02,GIPUZKOA,38359.0,11.43125
2023-01-02,GIRONA,39317.0,9.375
2023-01-02,GRANADA,23606.0,10.627272727272727
2023-01-02,GUADALAJARA,16925.0,7.811111111111111
2023-01-02,HUELVA,24799.0,11.842857142857143
2023-01-02,HUESCA,55075.0,7.727586206896552
2023-01-02,ILLES BALEARS,77907.0,13.67027027027027
2023-01-02,JAEN,23742.0,10.883333333333333
2023-01-02,LA RIOJA,16569.0,9.1
2023-01-02,LAS PALMAS,71909.0,18.05142857142857
2023-01-02,LEON,24550.0,3.7384615384615385
2023-01-02,LLEIDA,43914.0,7.185714285714286
2023-01-02,LUGO,22026.0,6.9
2023-01-02,MADRID,44198.0,8.561904761904762
2023-01-02,MALAGA,45277.0,14.477272727272727
2023-01-02,MELILLA,2928.0,16.3
2023-01-02,MURCIA,53212.0,12.410344827586206
2023-01-02,NAVARRA,42032.0,10.840909090909092
2023-01-02,OURENSE,24007.0,5.641666666666667
2023-01-02,PALENCIA,16852.0,3.7249999999999996
2023-01-02,PONTEVEDRA,24520.0,8.461538461538462
2023-01-02,SALAMANCA,25701.0,4.2615384615384615
2023-01-02,SANTA CRUZ DE TENERIFE,18287.0,17.4
2023-01-02,SEGOVIA,14025.0,5.6375
2023-01-02,SEVILLA,28481.0,11.85
2023-01-02,SORIA,26885.0,7.56923076923077
2023-01-02,STA. CRUZ DE TENERIFE,115831.0,15.926785714285714
2023-01-02,TARRAGONA,23973.0,11.781818181818181
2023-01-02,TERUEL,32471.0,8.68235294117647
2023-01-02,TOLEDO,20303.0,9.6
2023-01-02,VALENCIA,42037.0,11.4
2023-01-02,VALLADOLID,18796.0,4.855555555555556
2023-01-02,ZAMORA,25760.0,5.0
2023-01-02,ZARAGOZA,27112.0,10.742857142857144
2023-01-03,A CORUÑA,32106.0,9.277777777777779
2023-01-03,ALBACETE,23022.0,9.533333333333333
2023-01-03,ALICANTE,23094.0,12.924999999999999
2023-01-03,ALMERIA,22567.0,13.91
2023-01-03,ARABA/ALAVA,19719.0,5.155555555555555
2023-01-03,ASTURIAS,47102.0,7.696000000000001
2023-01-03,AVILA,20838.0,4.71
2023-01-03,BADAJOZ,48767.0,7.154166666666666
2023-01-03,BALEARES,8143.0,11.98
2023-01-03,BARCELONA,47887.0,10.125
2023-01-03,BIZKAIA,19662.0,8.322222222222223
2023-01-03,BURGOS,30600.0,3.3285714285714287
2023-01-03,CACERES,57725.0,7.293103448275862
2023-01-03,CADIZ,27756.0,13.966666666666667
2023-01-03,CANTABRIA,41657.0,7.2714285714285705
2023-01-03,CASTELLON,18267.0,9.488888888888889
2023-01-03,CEUTA,2549.0,16.6
2023-01-03,CIUDAD REAL,26546.0,8.676923076923076
2023-01-03,CORDOBA,28793.0,10.639999999999999
2023-01-03,CUENCA,22831.0,7.4
2023-01-03,GIPUZKOA,34690.0,8.7875
2023-01-03,GIRONA,33289.0,9.827777777777778
2023-01-03,GRANADA,22406.0,11.333333333333334
2023-01-03,GUADALAJARA,17122.0,5.811111111111111
2023-01-03,HUELVA,28026.0,10.978571428571428
2023-01-03,HUESCA,56249.0,5.741379310344827
2023-01-03,ILLES BALEARS,71649.0,12.305405405405406
2023-01-03,JAEN,23945.0,12.083333333333334
2023-01-03,LA RIOJA,14901.0,5.8375
2023-01-03,LAS PALMAS,74811.0,17.734285714285715
2023-01-03,LEON,24245.0,2.6166666666666667
2023-01-03,LLEIDA,39998.0,5.368181818181818
2023-01-03,LUGO,20451.0,6.4818181818181815
2023-01-03,MADRID,41235.0,6.9523809523809526
2023-01-03,MALAGA,43774.0,15.354545454545455
2023-01-03,MELILLA,1046.0,15.4
2023-01-03,MURCIA,56854.0,12.793103448275861
2023-01-03,NAVARRA,42148.0,6.75
2023-01-03,OURENSE,23639.0,4.341666666666667
2023-01-03,PALENCIA,18621.0,2.4625
2023-01-03,PONTEVEDRA,26756.0,7.938461538461539
2023-01-03,SALAMANCA,28789.0,3.4923076923076923
2023-01-03,SANTA CRUZ DE TENERIFE,17184.0,16.9
2023-01-03,SEGOVIA,11299.0,3.6375
2023-01-03,SEVILLA,28197.0,12.193333333333333
2023-01-03,SORIA,27153.0,3.9384615384615382
2023-01-03,STA. CRUZ DE TENERIFE,112286.0,15.042857142857143
2023-01-03,TARRAGONA,20342.0,10.872727272727273
2023-01-03,TERUEL,30975.0,6.194117647058824
2023-01-03,TOLEDO,16421.0,6.7375
2023-01-03,VALENCIA,40952.0,11.855
2023-01-03,VALLADOLID,14261.0,2.9000000000000004
2023-01-03,ZAMORA,22229.0,2.6538461538461537
2023-01-03,ZARAGOZA,31377.0,8.035714285714286
2023-01-04,A CORUÑA,38810.0,12.294444444444444
2023-01-04,ALBACETE,23209.0,7.016666666666667
2023-01-04,ALICANTE,21335.0,11.841666666666667
2023-01-04,ALMERIA,20074.0,13.36
2023-01-04,ARABA/ALAVA,15967.0,6.044444444444444
2023-01-04,ASTURIAS,49423.0,10.28
2023-01-04,AVILA,20143.0,4.779999999999999
2023-01-04,BADAJOZ,46367.0,8.783333333333333
2023-01-04,BALEARES,11654.0,10.879999999999999
2023-01-04,BARCELONA,50754.0,9.129166666666666
2023-01-04,BIZKAIA,15877.0,9.366666666666667
2023-01-04,BURGOS,33818.0,3.242857142857143
2023-01-04,CACERES,58171.0,7.713793103448276
2023-01-04,CADIZ,33551.0,14.6
2023-01-04,CANTABRIA,36428.0,8.923809523809524
2023-01-04,CASTELLON,14024.0,8.344444444444443
2023-01-04,CEUTA,2423.0,16.9
2023-01-04,CIUDAD REAL,24975.0,7.107692307692308
2023-01-04,CORDOBA,26606.0,11.44
2023-01-04,CUENCA,18432.0,6.2
2023-01-04,GIPUZKOA,28804.0,9.48125
2023-01-04,GIRONA,38032.0,9.025
2023-01-04,GRANADA,22851.0,10.708333333333334
2023-01-04,GUADALAJARA,19874.0,5.433333333333334
2023-01-04,HUELVA,25814.0,12.799999999999999
2023-01-04,HUESCA,57071.0,4.544827586206897
2023-01-04,ILLES BALEARS,72212.0,11.41891891891892
2023-01-04,JAEN,26235.0,11.575000000000001
2023-01-04,LA RIOJA,15907.0,6.2875
2023-01-04,LAS PALMAS,66234.0,17.98857142857143
2023-01-04,LEON,20148.0,3.7583333333333333
2023-01-04,LLEIDA,42068.0,3.9285714285714284
2023-01-04,LUGO,20710.0,9.290909090909091
2023-01-04,MADRID,45321.0,6.604761904761904
2023-01-04,MALAGA,43358.0,14.98695652173913
2023-01-04,MELILLA,1730.0,16.8
2023-01-04,MURCIA,58990.0,11.10344827586207
2023-01-04,NAVARRA,41929.0,6.2318181818181815
2023-01-04,OURENSE,24794.0,6.158333333333334
2023-01-04,PALENCIA,15756.0,3.25
2023-01-04,PONTEVEDRA,23232.0,10.538461538461538
2023-01-04,SALAMANCA,25840.0,3.3230769230769233
2023-01-04,SANTA CRUZ DE TENERIFE,16070.0,17.0875
2023-01-04,SEGOVIA,13653.0,4.428571428571429
2023-01-04,SEVILLA,31344.0,12.9
2023-01-04,SORIA,28760.0,4.2384615384615385
2023-01-04,STA. CRUZ DE TENERIFE,108928.0,15.507017543859648
2023-01-04,TARRAGONA,21645.0,8.909090909090908
2023-01-04,TERUEL,30500.0,5.488235294117647
